10346|1|
10900|1|
11726|1|
11838|1|
12115|1|
12129|1|
12178|1|
12188|1|
12193|1|
12219|1|
12478|1|
12648|1|
12672|1|
12794|1|
13543|1|
13761|1|
13976|1|
14231|1|
14280|1|
14820|1|
14896|1|
15074|1|
15152|1|
16341|1|
16488|1|
16641|1|
16727|1|
16906|1|
17018|1|
17198|1|
17246|1|
17299|1|
17834|1|
18142|1|
18179|1|
18297|1|
18520|1|
18722|1|
18878|1|
 1904|1|
19206|1|
19420|1|
19788|1|
19873|1|
19973|1|
19996|1|
20067|1|
20129|1|
20342|1|
20412|1|
20808|1|
 2085|1|
21027|1|
21226|1|
21317|1|
21338|1|
21356|1|
 2136|1|
21432|1|
21523|1|
22793|1|
22795|1|
23693|1|
23772|1|
23773|1|
24035|1|
24209|1|
24218|1|
24326|1|
24794|1|
24809|1|
24818|1|
 2725|1|
 2729|1|
 2968|1|
 3067|1|
 3779|1|
 3784|1|
 3812|1|
 5176|1|
 5185|1|
 5195|1|
 7763|1|
 8808|1|
 9987|1|
10030|5|
10032|5|
10033|5|
10056|5|
10169|5|
10185|5|
10253|5|
10261|5|
10306|5|
10411|5|
 1059|5|
10728|5|
11014|5|
 1102|5|
11086|5|
 1110|5|
11145|5|
11307|5|
11446|5|
11489|5|
11733|5|
11804|5|
11861|5|
11878|5|
11890|5|
12066|5|
12221|5|
12351|5|
12516|5|
12696|5|
12699|5|
12706|5|
12723|5|
12735|5|
12799|5|
  128|5|
12820|5|
12836|5|
13033|5|
13066|5|
13095|5|
13110|5|
13113|5|
13146|5|
13159|5|
13179|5|
13356|5|
13411|5|
13445|5|
13455|5|
13461|5|
13488|5|
  135|5|
13529|5|
13580|5|
13621|5|
13631|5|
13716|5|
13773|5|
13826|5|
13850|5|
13864|5|
13866|5|
13926|5|
13943|5|
13999|5|
14014|5|
14060|5|
14152|5|
14163|5|
 1429|5|
14312|5|
 1433|5|
14355|5|
14404|5|
14447|5|
14472|5|
14593|5|
14704|5|
14776|5|
14895|5|
14972|5|
14999|5|
15088|5|
15114|5| 
